user_id,variant,watch_time,engagement_rate,click_through_rate
0,A,21.052408500408593,0.41107604599348835,0.1635100586603914
1,B,17.239975090237035,0.3092846866923715,0.2532476479081557
2,B,35.6012343689283,0.3869697090031192,0.08094108115036788
3,B,157.91712351680846,0.42505580400604864,0.1762339064089683
4,A,18.2175053396402,0.2506306037219858,0.22596676780252734
5,A,8.719719909190518,0.3799133377624545,0.13438262573014115
6,A,42.058100128886885,0.19771002952179792,0.32741316607308063
7,B,154.63116496871731,0.4542487654392549,0.2707641576880794
8,B,16.996865777734786,0.41948894970002215,0.15796643440521943
9,B,112.10953461925278,0.5528734646665027,0.3624907027677124
10,A,29.135495279168264,0.2541896455383701,0.28261206178947995
11,B,108.86613338730048,0.498633050834823,0.1726923196362585
12,B,14.930677972385737,0.4203112668678743,0.36516405328526735
13,A,90.34589539534633,0.5872040754187413,0.24812242813023253
14,A,1.4686380490875113,0.3397836050733437,0.05689973310176548
15,A,46.460413211228826,0.43753209942823945,0.2269800570087766
16,A,64.77657563810597,0.40389229023060846,0.20794237502977797
17,B,47.510893681835306,0.5628884182595367,0.34225883932593243
18,A,64.1240705531138,0.48250710789832574,0.19678346173681588
19,A,97.7492643904305,0.4533331728864495,0.22066468626776783
20,B,106.0657931416912,0.41081162996805803,0.2729729882244752
21,A,58.75924401633106,0.5660622712040727,0.3066739053157321
22,A,118.28045703581635,0.2348828264481015,0.2043002486036293
23,A,18.20027352174218,0.34653615094767615,0.26911716737312324
24,A,31.481401651038354,0.506390125447622,0.15538500523525461
25,B,37.62697486480084,0.5141070632597823,0.42157929832830326
26,A,0.6380874921644905,0.28169735058789647,0.2106941861225464
27,B,24.006819250805517,0.5951342986155904,0.2530063182151741
28,B,54.7075740974418,0.4530719345187769,0.25235629225984724
29,A,0.3141856876780905,0.40874707611450845,0.19709828028200402
30,B,9.841292139037986,0.5893388944969192,0.5207337415159731
31,A,12.357155944769438,0.3105508687361806,0.10297743768406442
32,A,4.7816011714750895,0.4620142714263468,0.1740172290413239
33,B,9.173667509929686,0.38056532661013953,0.42669721097735613
34,B,92.95752632437228,0.4437951133338269,0.2956260042098474
35,B,2.2244009642530513,0.45487828179000633,0.18472562889862382
36,A,13.562584466860015,0.3168862251361888,0.2838361330299706
37,A,8.768325844535257,0.1051861874381172,0.1150078576907993
38,B,84.64323599828911,0.5558589548523756,0.19677431589956304
39,A,1.30205801996819,0.49362136169418586,0.24991369584837708
40,A,108.01096373333198,0.5785679076352063,0.1739358285669135
41,A,0.3715707525108662,0.3050660262988858,0.3276241391109103
42,A,59.94528196706482,0.49523836226056156,0.1456624860996626
43,B,17.845700526125498,0.49967804991789955,0.277318319502134
44,A,7.427207400797788,0.2131268942775766,0.17000030731526908
45,B,34.31736666547565,0.34150998205577765,0.3289242541921072
46,A,109.48640470524478,0.3127028716133758,0.3519949777237147
47,B,40.778377056841855,0.4879710269566017,0.16943476780988656
48,B,75.76473739183206,0.4168009789485523,0.22443617710538732
49,A,100.48595193462279,0.3632226948491786,0.13234636895120516
50,B,111.9529623018037,0.36738723096259396,0.30329717458727945
51,B,84.80080809011761,0.39461587516509605,0.18857828165107682
52,B,44.17065220989476,0.4705206679287573,0.1757778309254125
53,B,22.24204757157743,0.4031047937048283,0.3642073560273747
54,B,38.881725803352246,0.4636537526511109,0.5385713339954011
55,B,1.5850412770735496,0.3644520783264484,0.44442222039064044
56,A,47.74638782677377,0.3302818359851923,0.38601862118337343
57,A,50.195510859095094,0.45194117070908735,0.17238818136023823
58,A,0.24090507564773947,0.31421219731140954,0.051344146497000115
59,A,180.0,0.5743035661685499,0.2723530719810549
60,A,94.60633827972762,0.29431435258117644,0.20074532740244186
61,A,101.4663201539265,0.2865307143737994,0.2752198178569837
62,B,14.612582017754379,0.365328662880674,0.24186528248891503
63,A,48.44655793807069,0.29935384218985395,0.33588985146975936
64,A,19.025765841659194,0.3351083171756573,0.17113420957617484
65,B,23.709473381422498,0.43016905558953267,0.10382505166077047
66,A,100.84531657181918,0.3523934490635437,0.35526635656584493
67,B,20.035680707107357,0.6205157772989245,0.29412569898181273
68,A,15.508310088661325,0.43829843440082866,0.3942292203118551
69,B,5.199101123512371,0.4390253116407276,0.2704276960821561
70,B,2.7085437339592042,0.32120677191016106,0.21061765013064884
71,A,37.22229979924384,0.4616576504553854,0.21418202419028565
72,A,4.727773831836857,0.3109827881978654,0.186327034987715
73,B,28.389936329078843,0.4172050279113535,0.350366991928728
74,B,4.042744262851752,0.6081684711643074,0.3220112247205552
75,B,17.532515396495047,0.6018114916758537,0.22866410405735593
76,B,33.48929963346448,0.45083106834425424,0.24182777865374
77,A,114.77149963070848,0.3775649919969743,0.20458904390371213
78,A,6.827362758235823,0.5796310404258936,0.28609103428170685
79,A,11.464159706853055,0.5576118555215808,0.13587415720963725
80,B,12.255012178523298,0.4910461157844544,0.5106932531261873
81,B,4.309563534997077,0.654325871190078,0.25794652261331436
82,A,36.753703566951856,0.22499178547007911,0.2044110632957678
