animal_id,species,age_years,heart_rate_bpm,temperature_c,activity_level,food_intake_kg,water_intake_l,stress_level,habitat,health_status,timestamp,gps_latitude,gps_longitude,alert_flag
103,Rhino,2,70.8556252701844,37.32250479976991,74.08641931643092,13.010421477334706,14.930538571030937,75.52353909983032,Aviary,Healthy,2024-01-01 00:00:00,1.2571147940486556,103.75670273699299,0
436,Dolphin,14,102.48819612086785,36.67063187407919,21.956439187475198,13.052183304424158,26.183932789051276,73.31256925602432,Savanna,Healthy,2024-01-01 01:00:00,1.2936361934425955,103.80364637882694,1
349,Orangutan,38,67.58487750707948,37.72541049381154,9.76976709376558,16.049164466296,32.615780103208806,45.51414348821954,Mountain,Healthy,2024-01-01 02:00:00,1.2893017707253118,103.81273532575396,1
271,Dolphin,28,96.45228411126617,37.05871989463129,47.8057948825382,21.83355342954324,15.213385843523277,70.23615576405051,Aviary,Healthy,2024-01-01 03:00:00,1.397273368858106,103.70151748458075,0
107,Orangutan,7,56.60454247137221,37.08943401975595,7.460907779961312,21.731504787398368,18.157391756106634,56.57278256400061,Mountain,Healthy,2024-01-01 04:00:00,1.3925891236746157,103.87395914583546,1
72,Tiger,18,49.152294009141215,38.17761808838591,62.944366698165375,26.955791765904955,23.67666932780797,7.146461873135812,Mountain,Monitoring,2024-01-01 05:00:00,1.4738171284634984,103.72947648444686,0
189,Giraffe,36,68.47856660229766,37.156331778039366,64.04732503132452,7.997891143843258,23.99581236822828,57.65261395033661,Savanna,Monitoring,2024-01-01 06:00:00,1.3208345203333685,103.8684419374374,0
21,Orangutan,36,87.09080395774244,37.87624327690595,25.670197313300925,15.819213371776437,21.08679673901104,45.22472798427665,Savanna,Healthy,2024-01-01 07:00:00,1.4340213090395506,103.80875473638486,0
103,Tiger,4,62.84530916015893,38.04961417269517,96.45344218075935,14.47932977518795,26.24530478252644,11.396276303401587,Aviary,Healthy,2024-01-01 08:00:00,1.3132272827330322,103.7457266909461,0
122,Tiger,30,60.75194609307617,37.95864924830465,82.445158674649,5.882981744290568,22.366733903471562,34.426501514984274,Aviary,Healthy,2024-01-01 09:00:00,1.2720134120483828,103.85610671533797,0
467,Leopard,24,85.37522044172432,37.375421034216956,10.95869578997275,9.16518743823835,22.528744599262268,89.47973752133859,Mountain,Healthy,2024-01-01 10:00:00,1.4673831638821189,103.82909415030748,1
215,Panda,20,80.57649605357105,37.2864021336275,74.8512127339095,19.550346053800503,32.54662500288233,80.37024813406997,Rainforest,Critical,2024-01-01 11:00:00,1.3450985750134365,103.83067924388556,1
331,Tiger,31,58.113772724501786,37.04334180276426,35.30746876098344,17.63347669144667,18.672129868817382,91.39032620081039,Aviary,Healthy,2024-01-01 12:00:00,1.3171532842706413,103.76216172473616,1
459,Orangutan,24,57.236705499583145,36.619246301109335,75.02885216489588,17.59567586492143,18.068980455836112,71.70797491812857,Mountain,Healthy,2024-01-01 13:00:00,1.4716890909573865,103.78054482299659,0
88,Panda,7,82.43938167012823,37.886114050707796,80.07947923526089,17.237292663788747,17.56708431298635,63.255366209758925,Mountain,Healthy,2024-01-01 14:00:00,1.4818223503226842,103.80720981952076,0
373,Panda,26,45.52194125300528,37.83859699926659,15.137805606046161,6.577447198013095,15.281274222366013,13.923762478431112,Aquatic,Healthy,2024-01-01 15:00:00,1.335428581455722,103.77403055787369,1
100,Tiger,13,86.19285274075254,37.73848750933234,66.18419848379025,9.510203215684774,19.077868890501843,10.720963603978252,Aquatic,Healthy,2024-01-01 16:00:00,1.205903493760396,103.77274153864867,0
360,Dolphin,8,80.37743186967603,36.0809352585852,86.27299604893086,12.318640223285001,15.077291979066278,24.675344586411818,Rainforest,Healthy,2024-01-01 17:00:00,1.2097386843234887,103.8687887487875,0
152,Dolphin,5,40.0,37.41139314795977,32.33736240506734,19.148334469024125,23.69322115112676,31.41971768764733,Savanna,Healthy,2024-01-01 18:00:00,1.382710023036746,103.89264404303036,0
131,Rhino,13,70.23352412218905,37.8147682380951,8.032830418096438,15.658599594997874,23.80066019578241,60.70355080384942,Rainforest,Healthy,2024-01-01 19:00:00,1.4556061528272708,103.79618866375748,1
150,Panda,29,40.31697759789856,38.14327656045992,2.7267479939198758,19.520938864804247,21.93431300256392,87.73090806511877,Rainforest,Healthy,2024-01-01 20:00:00,1.4625713938406146,103.87291842142727,1
309,Tiger,20,51.923662504543685,37.649457304264274,11.000096039672858,24.779371398048223,23.188869742550487,89.0730600499034,Aviary,Healthy,2024-01-01 21:00:00,1.4703443958119362,103.85991532848561,1
258,Leopard,14,62.455434836400585,37.59694625805098,0.42059212830138915,7.05517060956659,26.49659583677121,68.23566810675253,Mountain,Healthy,2024-01-01 22:00:00,1.4422545245062262,103.79756145848157,1
344,Dolphin,32,50.98317153607519,37.160578727817224,32.69459423928283,14.40312344374549,11.796738131835035,57.39139681521205,Rainforest,Healthy,2024-01-01 23:00:00,1.4616748893785152,103.83241625872584,0
492,Leopard,27,103.27241358166339,37.68927779590948,29.93285879624481,14.42526038306922,22.182600436284943,24.438861891072694,Savanna,Monitoring,2024-01-02 00:00:00,1.4524931003760475,103.71308198140714,1
414,Tiger,25,82.96087080421268,37.38158345555792,11.034126768741814,10.856259947155369,32.851388917178554,93.79444999875705,Mountain,Recovering,2024-01-02 01:00:00,1.452055878412303,103.82857180291998,1
294,Tiger,4,90.51158564744591,37.13531732468203,65.1117878102798,17.20059792740489,15.746566113681656,67.11128285269025,Aviary,Healthy,2024-01-02 02:00:00,1.2982404387282138,103.74876116344473,0
386,Giraffe,21,67.89570237477726,36.92128735179512,99.19063578396099,29.27760905418367,40.05026013725971,53.345719388003374,Aquatic,Healthy,2024-01-02 03:00:00,1.3181101108644024,103.88753079468273,0
192,Panda,18,70.45701110206006,37.027142037385296,90.09264148445885,10.259672001301684,17.579311876019347,10.395638018824972,Rainforest,Healthy,2024-01-02 04:00:00,1.2951161609735589,103.8335436136285,0
444,Giraffe,39,93.71090563597775,37.66246031318513,25.285059967705493,18.010929834880734,21.98587194582109,82.58833099865383,Mountain,Healthy,2024-01-02 05:00:00,1.2463715292937578,103.8241073259552,1
277,Leopard,15,76.50598591042028,36.80606126855631,76.9981632971547,9.773227775774371,22.33826839317887,34.899240346562785,Aquatic,Healthy,2024-01-02 06:00:00,1.299618523130017,103.88108148962905,0
161,Giraffe,38,79.18362702171665,37.35294611453803,93.6863263285019,5.9744973088420785,8.551034564750763,90.05866924826634,Aviary,Healthy,2024-01-02 07:00:00,1.4722205493368463,103.8493960000643,1
460,Rhino,24,56.332306222846015,38.153904664679025,90.63642370455484,11.931683552019056,13.604106652786276,16.84148625209625,Savanna,Healthy,2024-01-02 08:00:00,1.4913241521741205,103.78371806747188,0
314,Panda,8,56.26282293736713,36.78294080122356,88.45495213112883,16.364575371289398,25.28380608372878,4.859503578395918,Aviary,Healthy,2024-01-02 09:00:00,1.2451444700630434,103.85751535045746,0
22,Elephant,28,73.9155997388036,37.72462887803944,78.64505121775935,16.995791499861646,18.14450329992793,43.472808972716784,Savanna,Recovering,2024-01-02 10:00:00,1.3986065108249335,103.8861762306694,0
253,Giraffe,21,75.59454005814361,37.773589740476815,29.299147611104747,23.88725245981167,13.043226378718412,7.830320862286033,Savanna,Healthy,2024-01-02 11:00:00,1.490087022873631,103.88871861321884,0
236,Leopard,16,55.04363313601982,37.35435410668194,8.356306621079224,16.392855651925302,29.725927906016125,6.180296498891469,Savanna,Healthy,2024-01-02 12:00:00,1.2620013433196995,103.74995938832403,1
345,Dolphin,16,75.37685449341782,37.81106759326578,48.78193528459553,15.068082039490132,22.470096477669802,71.37322559508826,Aviary,Healthy,2024-01-02 13:00:00,1.4520130642360018,103.80974384591697,0
49,Dolphin,35,51.67495596635178,37.4059812425802,5.479113435633687,19.16458631366487,18.869344274013358,25.73756549854601,Rainforest,Healthy,2024-01-02 14:00:00,1.2889447471213393,103.85895074316734,1
475,Dolphin,17,70.20745299585545,37.8976384050195,99.84736845350288,16.24079289251908,38.27585796005668,63.885071068367694,Aquatic,Healthy,2024-01-02 15:00:00,1.323100245285357,103.89597335773718,0
59,Orangutan,9,48.43769056739244,36.965958280196304,35.83096830647384,14.881272024975923,12.002369226390615,57.08326449153699,Mountain,Healthy,2024-01-02 16:00:00,1.4748753012105724,103.71778557204098,0
170,Tiger,35,89.91985882275928,38.44452484638984,95.83399183888942,14.098279516654003,11.73690810360907,14.075273533477862,Rainforest,Healthy,2024-01-02 17:00:00,1.217433177004149,103.85425132629052,0
476,Panda,29,65.33166822047832,38.218625293234446,77.31209919009157,18.180198874358638,16.81702667154101,38.57790388225701,Rainforest,Healthy,2024-01-02 18:00:00,1.3345591966918144,103.79027289242627,0
188,Dolphin,39,59.59647235722957,36.38514169258292,41.129095369079984,17.641549900631027,22.231533689271743,6.606388616795444,Mountain,Monitoring,2024-01-02 19:00:00,1.351714377718416,103.86849193987541,0
464,Elephant,18,52.81392575421923,38.08621245998376,11.831141271603961,13.678591282663989,23.616356798978803,42.167329775194005,Mountain,Healthy,2024-01-02 20:00:00,1.4702832196981472,103.85020196276675,1
271,Dolphin,12,51.3702196007776,37.211489973510304,23.719309034471603,22.207027629665568,14.181769077909497,18.23620907039778,Aquatic,Healthy,2024-01-02 21:00:00,1.372134387763438,103.79017223733787,0
190,Rhino,19,76.54615358031062,38.21625490991127,67.30445761494025,19.211579298846715,8.863517349253048,9.630929779340091,Rainforest,Healthy,2024-01-02 22:00:00,1.483525444383481,103.88529606242078,0
446,Tiger,22,85.057028344533,38.00443475138357,82.99352033787552,19.81195918695068,24.672421064986906,31.698522955425002,Aquatic,Healthy,2024-01-02 23:00:00,1.2953636327890055,103.77348906192883,0
175,Leopard,15,83.55599176447616,36.95641636714184,97.94404918313178,10.433405312301932,16.46621392736796,0.34192533068624353,Rainforest,Healthy,2024-01-03 00:00:00,1.3480956322914937,103.77897353383428,0
446,Tiger,1,90.94887343783371,37.787542655219816,13.21621840137045,12.433550297872863,20.063865129159304,75.77690194353353,Mountain,Healthy,2024-01-03 01:00:00,1.2068142122776335,103.85129680402999,1
51,Giraffe,2,96.2227068710389,37.149578507231865,15.594734538493604,22.5828177269716,20.690409832790017,15.818371126125463,Savanna,Healthy,2024-01-03 02:00:00,1.4966351016391775,103.75290607673573,1
364,Leopard,8,84.36890298004357,37.769019181962456,4.243947669014636,20.199134670892256,27.65091795316833,62.583672850445346,Aquatic,Healthy,2024-01-03 03:00:00,1.2699851377976559,103.85486252614658,1
55,Leopard,22,62.45660711855002,37.523017905056335,26.03645255021887,7.926573699852303,15.898808110957994,83.25822227977804,Aquatic,Healthy,2024-01-03 04:00:00,1.4786440718903755,103.85964073247159,1
244,Giraffe,25,72.5422157113092,37.1352549446193,82.10674388113107,16.676260066331917,32.7100653574166,91.72382801670149,Savanna,Healthy,2024-01-03 05:00:00,1.3200682153483467,103.84475160785863,1
320,Panda,2,40.0,36.83150935976208,19.825685673090764,19.789467290115823,18.826934217392594,55.757476606129785,Rainforest,Healthy,2024-01-03 06:00:00,1.2495607928041654,103.77510232940442,1
131,Giraffe,9,79.56370206672717,37.615036341572726,54.78647498950689,9.869610264116004,9.262615570848386,78.82838256596386,Savanna,Healthy,2024-01-03 07:00:00,1.3259609087859812,103.79396666194275,0
485,Orangutan,9,72.23898265589946,37.73203620321445,44.64071980060199,20.05341998070913,11.93561674902667,45.47717331961702,Savanna,Healthy,2024-01-03 08:00:00,1.2972019154108492,103.81093209522527,0
307,Leopard,13,93.92842068855171,37.421076721894345,32.5826242340136,15.256987284942698,11.576044882052555,49.01807764250322,Aviary,Healthy,2024-01-03 09:00:00,1.485543199242517,103.72563539470397,0
135,Leopard,6,58.849611075615776,37.11293751552424,61.83464134544641,22.528187417193955,14.173348741408896,54.67721897930649,Rainforest,Recovering,2024-01-03 10:00:00,1.4313463996466058,103.77402218650705,0
21,Giraffe,30,77.7327345102264,37.258392954708576,50.23257893301955,14.362260609657682,22.06525158699365,67.01370358175555,Savanna,Healthy,2024-01-03 11:00:00,1.2622304935125614,103.73267385323264,0
329,Panda,15,54.949839043808694,36.951885450373254,33.47631734845821,7.773259242671793,28.049098587644593,66.99173890176046,Savanna,Monitoring,2024-01-03 12:00:00,1.3620330975522286,103.75530269033855,0
167,Dolphin,15,68.34949863610434,37.868051436648834,68.8850885120005,17.642314972796328,2.2288952729248983,78.53779239242381,Aviary,Healthy,2024-01-03 13:00:00,1.4009794228440764,103.88017511818087,0
274,Rhino,7,45.47101171015197,36.420334457522074,27.996819103853987,9.381371854713315,27.159900420464684,61.694398461125765,Aviary,Healthy,2024-01-03 14:00:00,1.3737993992273578,103.7112633657126,0
388,Elephant,11,90.34069519947164,37.97586242250103,64.3183339794481,12.137190389834032,31.305996550726825,88.26341694103996,Aviary,Monitoring,2024-01-03 15:00:00,1.47500960408275,103.81078147847762,1
89,Panda,38,85.78974082971641,37.46203118141461,95.72458683415509,5.914831955821157,36.410115425390565,70.92360710796437,Mountain,Healthy,2024-01-03 16:00:00,1.2338953088112707,103.78702747073768,0
316,Orangutan,2,62.90973417344512,37.760820705865136,72.89519791815164,10.959936706484974,23.35774363438233,92.89526720027659,Aquatic,Healthy,2024-01-03 17:00:00,1.2121311934546597,103.83381716550365,1
14,Panda,39,73.92752980857306,37.80987806203318,41.839955963632804,21.718083517535952,5.773960551303778,75.04367776052382,Aviary,Healthy,2024-01-03 18:00:00,1.3835797918677106,103.8925308232146,0
242,Tiger,10,70.5772829251139,37.55864593398213,74.7559321202525,15.736361758102982,9.249289080426125,73.87043452495243,Rainforest,Healthy,2024-01-03 19:00:00,1.4235954180741943,103.79167762120025,0
265,Dolphin,17,60.81409322918029,37.30498540667107,80.92418168001501,13.837964226315062,27.13865490429093,86.03972010686061,Mountain,Healthy,2024-01-03 20:00:00,1.4428407715444553,103.80107988133864,1
346,Dolphin,7,71.84790492047196,38.05306649773331,32.58404669979754,10.617373499945366,20.7465619430943,65.58101695621497,Aquatic,Healthy,2024-01-03 21:00:00,1.2633383710680934,103.72391700094624,0
53,Leopard,39,63.35842664970705,36.642340365575485,70.51322156582887,16.036915223878882,14.959855998241826,17.957531883262547,Mountain,Healthy,2024-01-03 22:00:00,1.2570361889281447,103.88225777350266,0
386,Dolphin,4,84.70508005326646,38.15089638332271,43.43961960734147,13.894196463379867,8.063269002496305,8.296833519911107,Aviary,Healthy,2024-01-03 23:00:00,1.4515726224376122,103.77772985522734,0
340,Dolphin,35,66.83787513240684,36.93833730629169,81.85224817818687,26.946800528046438,11.38766251283692,31.58261256360356,Savanna,Recovering,2024-01-04 00:00:00,1.3012600559997,103.70842997003275,0
92,Giraffe,36,105.85803215718788,37.33719605691303,29.537759517536077,15.112024379386215,24.198962867386353,81.43938695914649,Savanna,Recovering,2024-01-04 01:00:00,1.3979004812528604,103.80597266549469,1
367,Dolphin,31,68.83228327683514,38.21565630645068,93.77596700244327,17.268161905751274,23.83331899684703,2.170785635685868,Mountain,Critical,2024-01-04 02:00:00,1.2452433602049446,103.86894304314228,0
444,Dolphin,25,71.69156117627602,38.61473232145617,57.478693726397346,11.825163037282707,27.730558604236425,15.003961314648716,Aquatic,Healthy,2024-01-04 03:00:00,1.4402985509282384,103.81818934646523,0
455,Elephant,13,77.92237782567524,37.59098554593943,35.33033139357153,14.913953756931315,30.55887865329879,10.611580539112175,Aquatic,Recovering,2024-01-04 04:00:00,1.4882649405998396,103.8197258543639,0
428,Orangutan,18,82.55576506353283,36.82269728292087,41.93712687118221,17.313398666167018,12.978493880436682,3.7174969503704913,Rainforest,Healthy,2024-01-04 05:00:00,1.4914949014825436,103.70430261137065,0
264,Leopard,21,71.16961692728098,37.92696221101434,34.779861331403254,10.388494938435258,27.382748623239372,81.02838372462789,Aviary,Healthy,2024-01-04 06:00:00,1.3557037102928156,103.8941156089195,1
431,Giraffe,1,77.59569248041993,37.480485361875246,14.624633585715529,17.96657674474393,14.064622439796874,27.958584260124653,Savanna,Healthy,2024-01-04 07:00:00,1.271788795487853,103.78116890937763,1
35,Dolphin,36,72.74205946255191,36.968981666862256,6.849239688746922,15.648194749511095,19.000063129010762,72.89260485786073,Aquatic,Healthy,2024-01-04 08:00:00,1.2423026894237734,103.72837287405905,1
206,Leopard,8,58.32126031380764,37.609585106845216,32.177869513826096,3.619261262536755,14.139297033050177,14.19121109257202,Rainforest,Healthy,2024-01-04 09:00:00,1.2737200921476388,103.72805215434101,0
81,Orangutan,21,54.27774550329795,36.84513024900553,45.86904410781899,19.119703374709403,26.160683241122296,40.89337309143776,Mountain,Healthy,2024-01-04 10:00:00,1.3864898931632856,103.83363864051529,0
420,Giraffe,21,80.4887143322809,37.59752354027611,36.1816939436019,17.440767648682996,15.363227983393543,11.646560100850344,Rainforest,Healthy,2024-01-04 11:00:00,1.3307632194845809,103.78631206034963,0
50,Rhino,27,92.75846537515368,37.039878244587925,1.3919503667312205,16.1904334689083,25.181062187950793,0.24804071855365484,Savanna,Healthy,2024-01-04 12:00:00,1.3432212789500868,103.71071653730634,1
360,Dolphin,19,45.53570180061542,36.516006280621305,57.90062459524785,11.826935557463873,23.830494830177113,61.316223567599,Aviary,Monitoring,2024-01-04 13:00:00,1.3422859287550029,103.71723743384783,0
388,Leopard,23,48.48156432298154,36.669138026183084,14.481647989094071,27.326235609803803,29.11075356453614,48.09819287996192,Rainforest,Healthy,2024-01-04 14:00:00,1.4380338772320471,103.78525896288943,1
2,Panda,35,48.33668019614889,37.19620124284782,21.100527856161598,12.059476423641577,24.675749092230184,41.66362513310589,Mountain,Healthy,2024-01-04 15:00:00,1.449404312355999,103.85912582228599,0
390,Giraffe,5,81.62716825917146,37.75093396841795,12.074853428120047,0.05047947969112698,34.95317357868807,7.865956325171275,Rainforest,Monitoring,2024-01-04 16:00:00,1.20418578035988,103.72849303018897,1
54,Giraffe,8,82.87904434936749,38.12703466781178,52.043273002851684,17.586723158189372,14.859469181248558,58.820482251861264,Mountain,Healthy,2024-01-04 17:00:00,1.4754663777094705,103.72277334619667,0
106,Leopard,11,55.35491021117845,38.21378317957747,9.51592924140201,14.322337794765131,26.359886940231945,78.00010360490587,Rainforest,Healthy,2024-01-04 18:00:00,1.3165279604431444,103.79437672995532,1
260,Dolphin,16,103.08679529016096,36.744001343445824,25.63572491839128,7.786212560345291,23.209917786445033,6.724447328290317,Savanna,Healthy,2024-01-04 19:00:00,1.2722449279275485,103.80489315808968,1
310,Tiger,39,64.22550206787326,37.387734181115974,45.1708717619993,13.735597487739131,13.963527839748929,41.34583408401811,Aquatic,Healthy,2024-01-04 20:00:00,1.4988049754795498,103.8026580778945,0
477,Elephant,24,91.53467080148828,37.19488234644418,16.77088851718712,14.664164702861257,27.65380868037172,31.155647717125255,Aviary,Healthy,2024-01-04 21:00:00,1.236758313053257,103.80062440480228,1
