query_id,faithfulness,answer_relevancy,context_recall,context_precision,answer_correctness,latency_ms
1,0.9912491766941149,0.502478885937958,0.6656368109332906,0.8268586734531448,0.6929367732212969,55.31053867163722
2,0.7299264981459328,0.7929632593973466,0.921670391002623,0.5979418246163677,0.8700998775477715,107.6443246471449
3,0.993216887295558,0.9321376434564329,0.935662214752209,0.6172901948042617,0.83695981855756,200.0
4,0.8102805130421701,0.7159267632935975,0.8395124743331461,0.8207649550351589,0.8811983804562036,109.94415790391078
5,0.8321755311464931,0.6638921803476111,0.930675467147773,0.7555328074423162,0.7408707340452515,200.0
6,0.7474671195799629,0.7276055836262376,0.9094543600344623,0.7996416110099648,0.8261469433936793,65.18406707914662
7,0.8963349156360744,0.8175507535209812,0.9477793499067744,0.8224191283419876,0.9325469291359805,125.60612875857935
8,0.8629882448762425,0.7838306377824988,0.7130477813740375,0.7158492966806624,0.8933362168454555,133.4804832168408
9,0.831877873222159,0.8683417977919797,0.48911561643075474,0.818653029263361,0.5741955099839406,182.3183143373893
10,0.6064185528910162,0.7739075670783763,0.8872789114375862,0.7773995794884748,0.87558200167036,30.0
11,0.6308159640765342,0.7435431898755168,0.5136074051412259,0.46423560027800126,0.8643889042242132,30.0
12,0.7757624777706807,0.7593560302454228,0.7108199965220245,0.8183680190238845,0.7389288489950663,88.69481735273962
13,0.6972163682646028,0.9335393975919453,0.7784479248940599,0.6300781227134845,0.9124389670454366,200.0
14,0.8940757579944353,0.5667097248253979,0.7656523675390462,0.5039717564162064,0.9504752329607905,193.04781667724507
15,0.8050642521410576,0.9470713691512318,0.6804094841741211,0.7393224501088721,0.7649283189856432,30.0
16,0.7590480556913302,0.6553451463400103,0.9315385218688126,0.875773335459936,0.8047572350978024,152.96398081860724
17,0.8843919235189405,0.8244765939200241,0.7365099493870371,0.631597540382786,0.9055960156239906,33.846445253732576
18,0.9130584688451472,0.7428844136292725,0.7306578760912296,0.894043301049973,0.9292548592108398,59.30396393715906
19,0.8025198160948745,0.9173042324699641,0.6414100565182478,0.6400714168494223,0.9239928455938147,30.0
20,0.6419421035230313,0.482773369061679,0.6868056616921729,0.32983537416623104,0.8009904703588898,45.10669562136483
21,0.8972282121659649,0.9344911462096612,0.7413927554970605,0.7692734668850492,0.8314664238400798,94.27628406873465
22,0.9896249233050068,0.8019112428185434,0.7853820238634963,0.6670961501638267,0.7495603211919518,30.0
23,0.7418044060386597,0.6322659045886334,0.8235677701281736,0.6612000125756256,0.9048561667505979,30.0
24,0.4679389410731897,0.8724072283941036,0.8220837267990098,0.783951471645721,0.9370772978359614,46.61233720523431
25,0.691400412402821,0.7331912304180119,0.551248356468578,0.8080554969687023,0.8594070542178285,64.90176365049182
26,0.5456039757662446,0.8159558878691622,0.83788902536612,0.5540603065266387,0.9043010040670229,30.0
27,0.750332596265025,0.9432247146099457,0.5601550334125225,0.8368242271518238,0.8315930622643609,41.084556021558335
28,0.6648262118122721,0.6227675419640688,0.9441189540470116,0.8801135975914266,0.9055640454562441,30.0
29,0.8466439664770435,0.6164139677527632,0.4722257452104625,0.6896219800634859,0.7747270779042135,49.05220530064099
30,0.724323356464466,0.8221840325439069,0.866295507149289,0.7957781913819518,0.7711947431708029,38.60346438768335
31,0.8473307540435012,0.6882041335776172,0.8177595269014831,0.7800299229682305,0.7582668264568584,47.29919476634457
32,0.46267714936957866,0.8134037082325222,0.9404710250225938,0.4860652665438457,0.5148472977082904,30.0
33,0.8197592477912131,0.8539282938930091,0.608228604451456,0.6650403450164,0.818724525728137,30.0
34,0.8084181372323085,0.8864001492479181,0.9178930153262351,0.46919040138215745,0.9807495454321742,30.0
35,0.8931815865869918,0.9600777114763297,0.8628066930308489,0.7596905102784421,0.6215738279344993,33.68568902627877
36,0.9323241332467456,0.8610454181922208,0.5069570195068462,0.5727467623775445,0.7820447997190976,30.0
37,0.8727676779244413,0.6481822287344491,0.8692547965462917,0.6127657010632346,0.7421279388575022,54.75276022089006
38,0.8040389809090001,0.8722973553778955,0.7488219483341999,0.7592756178463831,0.946563320045878,30.0
39,0.5594317073202806,0.7846547741199065,0.93664320029593,0.5677391018481519,0.6724271163712621,100.65143194362975
40,0.8477280730720562,0.7710603019961548,0.5984394180515601,0.5757012396144885,0.7939409901811285,93.49467176202154
41,0.9004448826290589,0.728415466446972,0.8918853015450958,0.504250710786838,0.8070618692740014,30.0
42,0.7073880030208806,0.4171781423067447,0.734567657352035,0.5284684124557358,0.9258285989221723,30.0
43,0.9026507873484438,0.8220893348306478,0.7195130484080665,0.49264735699163636,0.9208988699660795,75.60310518536706
44,0.9269516012220337,0.917264883263635,0.885522378938036,0.761652773166773,0.7992833031399097,30.0
45,0.8509660322539576,0.8185523891042694,0.785657527895611,0.6387248413202501,0.6757461962661699,187.45055915086994
46,0.758037618316051,0.8606690927271038,0.8450686069475289,0.792814656817845,0.9744437210002391,146.96213547844093
47,0.9013840299115868,0.6719732146952634,0.6963524146940696,0.6735225777808455,0.6495194751092733,30.0
48,0.8886728767804745,0.6681920064303539,0.8315833765639975,0.7582612779485511,0.9411443867875994,30.0
49,0.7956416573379541,0.9051239027221817,0.7331268531651987,0.7903891568512263,0.7160644051447905,132.97360681911968
50,0.617375515969826,0.8376997756091372,0.4937674586500393,0.6978895360737519,0.9208125528057909,106.5206862812735
51,0.848122421380011,0.7226894095938179,0.6223342633543454,0.9196475631594068,0.8800423095396115,30.0
52,0.8819054510043328,0.8266174850266896,0.8321706325026301,0.8001511377347702,0.7930919590003745,30.0
